Genotype,Condition,Odor,Response.time,Experimenter,Date,Average,NR
N2,OA40uMBac,30pct,1.18,TB,2024-03-17,,
N2,OA40uMBac,30pct,3.08,TB,2024-03-17,,
N2,OA40uMBac,30pct,3.49,TB,2024-03-17,,
N2,OA40uMBac,30pct,8.97,TB,2024-03-17,,
N2,OA40uMBac,30pct,5.54,TB,2024-03-17,,
N2,OA40uMBac,30pct,15.51,TB,2024-03-17,,
N2,OA40uMBac,30pct,11.36,TB,2024-03-17,,
N2,OA40uMBac,30pct,14.49,TB,2024-03-17,9.291904762,4
cest-2.1,OA40uMBac,30pct,1.29,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,10.47,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,4.97,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,5.53,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,4.17,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,4.06,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,5.98,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,8.2,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,2.41,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,10.12,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,9.15,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,5.54,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,3.98,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,7.34,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,6.18,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,10.02,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,6.31,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,4.58,TB,2024-03-17,,
cest-2.1,OA40uMBac,30pct,8.39,TB,2024-03-17,6.246842105,3
cest-2.1,OA400nMBac,30pct,1.72,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,8.99,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,8.05,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,6.64,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,1.48,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,0.94,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,0.27,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,5.35,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,2.77,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,2.49,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,5.9,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,1.06,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,8.57,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,3.95,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,3.82,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,2.52,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,8.17,TB,2024-03-17,,
cest-2.1,OA400nMBac,30pct,3.31,TB,2024-03-17,4.369411765,1
N2,OA400nMBac,30pct,16.72,,2024-03-17,,
N2,OA400nMBac,30pct,15.14,,2024-03-17,,
N2,OA400nMBac,30pct,12.51,,2024-03-17,,
N2,OA400nMBac,30pct,9.54,,2024-03-17,,
N2,OA400nMBac,30pct,4.98,,2024-03-17,,
N2,OA400nMBac,30pct,8.97,,2024-03-17,,
N2,OA400nMBac,30pct,8.7,,2024-03-17,,
N2,OA400nMBac,30pct,7.79,,2024-03-17,,
N2,OA400nMBac,30pct,2.48,,2024-03-17,,
N2,OA400nMBac,30pct,4.27,,2024-03-17,,
N2,OA400nMBac,30pct,1.84,,2024-03-17,,
N2,OA400nMBac,30pct,12.4,,2024-03-17,,
N2,OA400nMBac,30pct,4.85,,2024-03-17,,
N2,OA400nMBac,30pct,9.12,,2024-03-17,,
N2,OA400nMBac,30pct,1.62,,2024-03-17,,
N2,OA400nMBac,30pct,10.59,,2024-03-17,8.22,3
cest-2.1,controlBac,30pct,8.7,,2024-03-17,,
cest-2.1,controlBac,30pct,1.67,,2024-03-17,,
cest-2.1,controlBac,30pct,3.07,,2024-03-17,,
cest-2.1,controlBac,30pct,12.19,,2024-03-17,,
cest-2.1,controlBac,30pct,6.8,,2024-03-17,,
cest-2.1,controlBac,30pct,5.52,,2024-03-17,,
cest-2.1,controlBac,30pct,5.58,,2024-03-17,,
cest-2.1,controlBac,30pct,2.23,,2024-03-17,,
cest-2.1,controlBac,30pct,5.83,,2024-03-17,,
cest-2.1,controlBac,30pct,1.2,,2024-03-17,,
cest-2.1,controlBac,30pct,6.37,,2024-03-17,,
cest-2.1,controlBac,30pct,11.89,,2024-03-17,,
cest-2.1,controlBac,30pct,1.49,,2024-03-17,,
cest-2.1,controlBac,30pct,4.36,,2024-03-17,,
cest-2.1,controlBac,30pct,4.63,,2024-03-17,,
cest-2.1,controlBac,30pct,8.87,,2024-03-17,,
cest-2.1,controlBac,30pct,6.27,,2024-03-17,,
cest-2.1,controlBac,30pct,1.36,,2024-03-17,5.446111111,2
N2,controlBac,30pct,7.46,,2024-03-17,,
N2,controlBac,30pct,16.51,,2024-03-17,,
N2,controlBac,30pct,8.23,,2024-03-17,,
N2,controlBac,30pct,10.36,,2024-03-17,,
N2,controlBac,30pct,3.22,,2024-03-17,,
N2,controlBac,30pct,7.21,,2024-03-17,,
N2,controlBac,30pct,7.01,,2024-03-17,,
N2,controlBac,30pct,15.03,,2024-03-17,,
N2,controlBac,30pct,1.94,,2024-03-17,,
N2,controlBac,30pct,1.62,,2024-03-17,,
N2,controlBac,30pct,17.68,,2024-03-17,,
N2,controlBac,30pct,8.64,,2024-03-17,,
N2,controlBac,30pct,4.49,,2024-03-17,,
N2,controlBac,30pct,9.7,,2024-03-17,,
N2,controlBac,30pct,1.12,,2024-03-17,,
N2,controlBac,30pct,10.25,,2024-03-17,,
N2,controlBac,30pct,7.41,,2024-03-17,,
N2,controlBac,30pct,8.35,,2024-03-17,,
N2,controlBac,30pct,6.16,,2024-03-17,,
N2,controlBac,30pct,8.26,,2024-03-17,,
N2,controlBac,30pct,9.38,,2024-03-17,,
N2,controlBac,30pct,4.16,,2024-03-17,7.917727273,2
cest-2.1,control,30pct,7.36,,2024-03-17,,
cest-2.1,control,30pct,3.53,,2024-03-17,,
cest-2.1,control,30pct,13.6,,2024-03-17,,
cest-2.1,control,30pct,5.86,,2024-03-17,,
cest-2.1,control,30pct,1.09,,2024-03-17,,
cest-2.1,control,30pct,7.5,,2024-03-17,,
cest-2.1,control,30pct,5.86,,2024-03-17,,
cest-2.1,control,30pct,1.36,,2024-03-17,,
cest-2.1,control,30pct,4.05,,2024-03-17,,
cest-2.1,control,30pct,4.14,,2024-03-17,,
cest-2.1,control,30pct,1.92,,2024-03-17,,
cest-2.1,control,30pct,14.13,,2024-03-17,,
cest-2.1,control,30pct,5.12,,2024-03-17,,
cest-2.1,control,30pct,2.13,,2024-03-17,,
cest-2.1,control,30pct,1.52,,2024-03-17,,
cest-2.1,control,30pct,9.72,,2024-03-17,,
cest-2.1,control,30pct,7.25,,2024-03-17,5.655294118,1
N2,control,30pct,5.11,,2024-03-17,,
N2,control,30pct,13.74,,2024-03-17,,
N2,control,30pct,9.37,,2024-03-17,,
N2,control,30pct,2.65,,2024-03-17,,
N2,control,30pct,4.61,,2024-03-17,,
N2,control,30pct,17.95,,2024-03-17,,
N2,control,30pct,9.65,,2024-03-17,,
N2,control,30pct,4.33,,2024-03-17,,
N2,control,30pct,10.16,,2024-03-17,,
N2,control,30pct,7.38,,2024-03-17,,
N2,control,30pct,19.01,,2024-03-17,,
N2,control,30pct,13.59,,2024-03-17,,
N2,control,30pct,4.54,,2024-03-17,,
N2,control,30pct,7.52,,2024-03-17,,
N2,control,30pct,6.23,,2024-03-17,9.056,1
cest-2.1,control,30pct,8.55,,2024-04-14,,
cest-2.1,control,30pct,3.28,,2024-04-14,,
cest-2.1,control,30pct,9.38,,2024-04-14,,
cest-2.1,control,30pct,1.17,,2024-04-14,,
cest-2.1,control,30pct,3.73,,2024-04-14,,
cest-2.1,control,30pct,9.71,,2024-04-14,,
cest-2.1,control,30pct,13.95,,2024-04-14,,
cest-2.1,control,30pct,1.43,,2024-04-14,,
cest-2.1,control,30pct,1.29,,2024-04-14,,
cest-2.1,control,30pct,3.94,,2024-04-14,,
cest-2.1,control,30pct,17.82,,2024-04-14,,
cest-2.1,control,30pct,1.86,,2024-04-14,,
cest-2.1,control,30pct,6.49,,2024-04-14,,
cest-2.1,control,30pct,3.19,,2024-04-14,,
cest-2.1,control,30pct,2.44,,2024-04-14,,
cest-2.1,control,30pct,1.64,,2024-04-14,,
cest-2.1,control,30pct,6.31,,2024-04-14,,
cest-2.1,control,30pct,2.14,,2024-04-14,,
cest-2.1,control,30pct,3.56,,2024-04-14,,
cest-2.1,control,30pct,1.85,,2024-04-14,5.1865,0
N2,control,30pct,1.45,,2024-04-14,,
N2,control,30pct,4.21,,2024-04-14,,
N2,control,30pct,12.72,,2024-04-14,,
N2,control,30pct,1.52,,2024-04-14,,
N2,control,30pct,1.7,,2024-04-14,,
N2,control,30pct,12.35,,2024-04-14,,
N2,control,30pct,5.54,,2024-04-14,,
N2,control,30pct,7.45,,2024-04-14,,
N2,control,30pct,4.13,,2024-04-14,,
N2,control,30pct,5.96,,2024-04-14,,
N2,control,30pct,12.64,,2024-04-14,,
N2,control,30pct,1.41,,2024-04-14,,
N2,control,30pct,19.53,,2024-04-14,,
N2,control,30pct,17.75,,2024-04-14,,
N2,control,30pct,2.36,,2024-04-14,,
N2,control,30pct,2.06,,2024-04-14,,
N2,control,30pct,9.95,,2024-04-14,,
N2,control,30pct,7.05,,2024-04-14,,
N2,control,30pct,5.7,,2024-04-14,,
N2,control,30pct,1.47,,2024-04-14,,
N2,control,30pct,10.72,,2024-04-14,,
N2,control,30pct,10.39,,2024-04-14,7.184545455,2
tbh-1,control,30pct,5.6,,2024-04-14,,
tbh-1,control,30pct,8.55,,2024-04-14,,
tbh-1,control,30pct,4.06,,2024-04-14,,
tbh-1,control,30pct,1.7,,2024-04-14,,
tbh-1,control,30pct,3.16,,2024-04-14,,
tbh-1,control,30pct,7.64,,2024-04-14,,
tbh-1,control,30pct,14.29,,2024-04-14,,
tbh-1,control,30pct,6.91,,2024-04-14,,
tbh-1,control,30pct,1.53,,2024-04-14,,
tbh-1,control,30pct,2.45,,2024-04-14,,
tbh-1,control,30pct,9.09,,2024-04-14,,
tbh-1,control,30pct,1.9,,2024-04-14,,
tbh-1,control,30pct,10.23,,2024-04-14,,
tbh-1,control,30pct,1.57,,2024-04-14,,
tbh-1,control,30pct,3.05,,2024-04-14,,
tbh-1,control,30pct,19.29,,2024-04-14,,
tbh-1,control,30pct,1.14,,2024-04-14,,
tbh-1,control,30pct,4.96,,2024-04-14,5.951111111,1
cest-2.1,40bac,30pct,1.14,,2024-04-14,,
cest-2.1,40bac,30pct,11.59,,2024-04-14,,
cest-2.1,40bac,30pct,3.44,,2024-04-14,,
cest-2.1,40bac,30pct,1.37,,2024-04-14,,
cest-2.1,40bac,30pct,7.57,,2024-04-14,,
cest-2.1,40bac,30pct,9.69,,2024-04-14,,
cest-2.1,40bac,30pct,4.52,,2024-04-14,,
cest-2.1,40bac,30pct,12.76,,2024-04-14,,
cest-2.1,40bac,30pct,4.31,,2024-04-14,,
cest-2.1,40bac,30pct,7.91,,2024-04-14,,
cest-2.1,40bac,30pct,3.17,,2024-04-14,,
cest-2.1,40bac,30pct,1.18,,2024-04-14,,
cest-2.1,40bac,30pct,2.62,,2024-04-14,,
cest-2.1,40bac,30pct,1.88,,2024-04-14,,
cest-2.1,40bac,30pct,2.26,,2024-04-14,,
cest-2.1,40bac,30pct,4.93,,2024-04-14,,
cest-2.1,40bac,30pct,2.38,,2024-04-14,,
cest-2.1,40bac,30pct,10.76,,2024-04-14,,
cest-2.1,40bac,30pct,4.13,,2024-04-14,,
cest-2.1,40bac,30pct,4.09,,2024-04-14,,
cest-2.1,40bac,30pct,17.74,,2024-04-14,,
cest-2.1,40bac,30pct,7.15,,2024-04-14,,
cest-2.1,40bac,30pct,2.99,,2024-04-14,5.633913043,1
N2,40bac,30pct,17.67,,2024-04-14,,
N2,40bac,30pct,11.35,,2024-04-14,,
N2,40bac,30pct,2.88,,2024-04-14,,
N2,40bac,30pct,8.53,,2024-04-14,,
N2,40bac,30pct,11.84,,2024-04-14,,
N2,40bac,30pct,4.49,,2024-04-14,,
N2,40bac,30pct,7.16,,2024-04-14,,
N2,40bac,30pct,11.42,,2024-04-14,,
N2,40bac,30pct,9.73,,2024-04-14,,
N2,40bac,30pct,2.42,,2024-04-14,,
N2,40bac,30pct,5.69,,2024-04-14,,
N2,40bac,30pct,8.77,,2024-04-14,,
N2,40bac,30pct,2.06,,2024-04-14,,
N2,40bac,30pct,2.32,,2024-04-14,,
N2,40bac,30pct,9.78,,2024-04-14,,
N2,40bac,30pct,16.88,,2024-04-14,,
N2,40bac,30pct,13.4,,2024-04-14,,
N2,40bac,30pct,14.96,,2024-04-14,8.963888889,3
tbh-1,40bac,30pct,2.02,,2024-04-14,,
tbh-1,40bac,30pct,11.87,,2024-04-14,,
tbh-1,40bac,30pct,4.61,,2024-04-14,,
tbh-1,40bac,30pct,13.8,,2024-04-14,,
tbh-1,40bac,30pct,12.74,,2024-04-14,,
tbh-1,40bac,30pct,10.64,,2024-04-14,,
tbh-1,40bac,30pct,3.19,,2024-04-14,,
tbh-1,40bac,30pct,11.24,,2024-04-14,,
tbh-1,40bac,30pct,1.07,,2024-04-14,,
tbh-1,40bac,30pct,9.01,,2024-04-14,,
tbh-1,40bac,30pct,8.26,,2024-04-14,,
tbh-1,40bac,30pct,12.48,,2024-04-14,,
tbh-1,40bac,30pct,10.58,,2024-04-14,,
tbh-1,40bac,30pct,11.28,,2024-04-14,,
tbh-1,40bac,30pct,2.51,,2024-04-14,,
tbh-1,40bac,30pct,9.49,,2024-04-14,,
tbh-1,40bac,30pct,1.18,,2024-04-14,,
tbh-1,40bac,30pct,5.03,,2024-04-14,,
tbh-1,40bac,30pct,6.87,,2024-04-14,,
tbh-1,40bac,30pct,9.63,,2024-04-14,,
tbh-1,40bac,30pct,1.73,,2024-04-14,,
tbh-1,40bac,30pct,1.09,,2024-04-14,,
tbh-1,40bac,30pct,6.21,,2024-04-14,,
tbh-1,40bac,30pct,4.6,,2024-04-14,7.130416667,1
tbh-1,400bac,30pct,12.58,,2024-04-14,,
tbh-1,400bac,30pct,3.53,,2024-04-14,,
tbh-1,400bac,30pct,4.16,,2024-04-14,,
tbh-1,400bac,30pct,3.75,,2024-04-14,,
tbh-1,400bac,30pct,7.18,,2024-04-14,,
tbh-1,400bac,30pct,3.93,,2024-04-14,,
tbh-1,400bac,30pct,4.4,,2024-04-14,,
tbh-1,400bac,30pct,2.89,,2024-04-14,,
tbh-1,400bac,30pct,10.15,,2024-04-14,,
tbh-1,400bac,30pct,9.97,,2024-04-14,,
tbh-1,400bac,30pct,11.46,,2024-04-14,,
tbh-1,400bac,30pct,5.84,,2024-04-14,,
tbh-1,400bac,30pct,7.9,,2024-04-14,,
tbh-1,400bac,30pct,2.41,,2024-04-14,,
tbh-1,400bac,30pct,2.54,,2024-04-14,,
tbh-1,400bac,30pct,2.17,,2024-04-14,,
tbh-1,400bac,30pct,12.4,,2024-04-14,6.309411765,0
N2,400bac,30pct,12.53,,2024-04-14,,
N2,400bac,30pct,1.74,,2024-04-14,,
N2,400bac,30pct,7.31,,2024-04-14,,
N2,400bac,30pct,13.79,,2024-04-14,,
N2,400bac,30pct,7.96,,2024-04-14,,
N2,400bac,30pct,5.15,,2024-04-14,,
N2,400bac,30pct,16.44,,2024-04-14,,
N2,400bac,30pct,2.95,,2024-04-14,,
N2,400bac,30pct,8.64,,2024-04-14,,
N2,400bac,30pct,9.97,,2024-04-14,,
N2,400bac,30pct,10.63,,2024-04-14,,
N2,400bac,30pct,2.48,,2024-04-14,,
N2,400bac,30pct,6.16,,2024-04-14,,
N2,400bac,30pct,1.81,,2024-04-14,,
N2,400bac,30pct,5.71,,2024-04-14,,
N2,400bac,30pct,9.55,,2024-04-14,,
N2,400bac,30pct,9.22,,2024-04-14,,
N2,400bac,30pct,5.76,,2024-04-14,,
N2,400bac,30pct,7.46,,2024-04-14,7.645263158,0
cest-2.1,400bac,30pct,14.15,,2024-04-14,,
cest-2.1,400bac,30pct,8.67,,2024-04-14,,
cest-2.1,400bac,30pct,10.88,,2024-04-14,,
cest-2.1,400bac,30pct,7.84,,2024-04-14,,
cest-2.1,400bac,30pct,1.59,,2024-04-14,,
cest-2.1,400bac,30pct,10.73,,2024-04-14,,
cest-2.1,400bac,30pct,2.87,,2024-04-14,,
cest-2.1,400bac,30pct,2.24,,2024-04-14,,
cest-2.1,400bac,30pct,1.21,,2024-04-14,,
cest-2.1,400bac,30pct,3.98,,2024-04-14,,
cest-2.1,400bac,30pct,1.52,,2024-04-14,,
cest-2.1,400bac,30pct,6.22,,2024-04-14,,
cest-2.1,400bac,30pct,1.19,,2024-04-14,,
cest-2.1,400bac,30pct,1.42,,2024-04-14,,
cest-2.1,400bac,30pct,8.25,,2024-04-14,,
cest-2.1,400bac,30pct,1.74,,2024-04-14,,
cest-2.1,400bac,30pct,2.45,,2024-04-14,,
cest-2.1,400bac,30pct,2.91,,2024-04-14,,
cest-2.1,400bac,30pct,13.09,,2024-04-14,,
cest-2.1,400bac,30pct,5.14,,2024-04-14,,
cest-2.1,400bac,30pct,3.48,,2024-04-14,5.312857143,2
N2,controlBac,30pct,6.45,TB,2024-04-20,,
N2,controlBac,30pct,3.21,TB,2024-04-20,,
N2,controlBac,30pct,8.14,TB,2024-04-20,,
N2,controlBac,30pct,6.68,TB,2024-04-20,,
N2,controlBac,30pct,9.83,TB,2024-04-20,,
N2,controlBac,30pct,2.47,TB,2024-04-20,,
N2,controlBac,30pct,10.5,TB,2024-04-20,,
N2,controlBac,30pct,13.09,TB,2024-04-20,,
N2,controlBac,30pct,18.97,TB,2024-04-20,,
N2,controlBac,30pct,3.14,TB,2024-04-20,,
N2,controlBac,30pct,2.95,TB,2024-04-20,,
N2,controlBac,30pct,3.58,TB,2024-04-20,,
N2,controlBac,30pct,4.27,TB,2024-04-20,,
N2,controlBac,30pct,7.8,TB,2024-04-20,,
N2,controlBac,30pct,7.35,TB,2024-04-20,,
N2,controlBac,30pct,3.36,TB,2024-04-20,,
N2,controlBac,30pct,11.89,TB,2024-04-20,,
N2,controlBac,30pct,14.07,TB,2024-04-20,,
N2,controlBac,30pct,12.81,TB,2024-04-20,,
N2,controlBac,30pct,4.12,TB,2024-04-20,7.734,1
N2,40bac,30pct,7.43,TB,2024-04-20,,
N2,40bac,30pct,3.81,TB,2024-04-20,,
N2,40bac,30pct,2.61,TB,2024-04-20,,
N2,40bac,30pct,12.78,TB,2024-04-20,,
N2,40bac,30pct,14.83,TB,2024-04-20,,
N2,40bac,30pct,6.38,TB,2024-04-20,,
N2,40bac,30pct,2.15,TB,2024-04-20,,
N2,40bac,30pct,16.72,TB,2024-04-20,,
N2,40bac,30pct,9.34,TB,2024-04-20,,
N2,40bac,30pct,6.28,TB,2024-04-20,,
N2,40bac,30pct,8.62,TB,2024-04-20,,
N2,40bac,30pct,14.91,TB,2024-04-20,,
N2,40bac,30pct,15.07,TB,2024-04-20,,
N2,40bac,30pct,6.4,TB,2024-04-20,,
N2,40bac,30pct,7.84,TB,2024-04-20,,
N2,40bac,30pct,4.03,TB,2024-04-20,,
N2,40bac,30pct,3.48,TB,2024-04-20,8.453125,0
tbh-1,controlBac,30pct,9.98,TB,2024-04-20,,
tbh-1,controlBac,30pct,2.8,TB,2024-04-20,,
tbh-1,controlBac,30pct,18.25,TB,2024-04-20,,
tbh-1,controlBac,30pct,5.68,TB,2024-04-20,,
tbh-1,controlBac,30pct,3.85,TB,2024-04-20,,
tbh-1,controlBac,30pct,1.63,TB,2024-04-20,,
tbh-1,controlBac,30pct,15.69,TB,2024-04-20,,
tbh-1,controlBac,30pct,2.03,TB,2024-04-20,,
tbh-1,controlBac,30pct,1.53,TB,2024-04-20,,
tbh-1,controlBac,30pct,2.61,TB,2024-04-20,,
tbh-1,controlBac,30pct,4.97,TB,2024-04-20,,11
tbh-1,controlBac,30pct,13.07,TB,2024-04-20,,
tbh-1,controlBac,30pct,4.23,TB,2024-04-20,,
tbh-1,controlBac,30pct,8.58,TB,2024-04-20,,
tbh-1,controlBac,30pct,7.31,TB,2024-04-20,,
tbh-1,controlBac,30pct,2.18,TB,2024-04-20,,
tbh-1,controlBac,30pct,1.96,TB,2024-04-20,,
tbh-1,controlBac,30pct,5.11,TB,2024-04-20,,
tbh-1,controlBac,30pct,2.73,TB,2024-04-20,,
tbh-1,controlBac,30pct,5.08,TB,2024-04-20,,
tbh-1,controlBac,30pct,4.67,TB,2024-04-20,5.901904762,1
tbh-1,40bac,30pct,18.75,TB,2024-04-20,,
tbh-1,40bac,30pct,3.61,TB,2024-04-20,,
tbh-1,40bac,30pct,3.85,TB,2024-04-20,,
tbh-1,40bac,30pct,4.29,TB,2024-04-20,,
tbh-1,40bac,30pct,1.48,TB,2024-04-20,,
tbh-1,40bac,30pct,3.18,TB,2024-04-20,,
tbh-1,40bac,30pct,11.08,TB,2024-04-20,,
tbh-1,40bac,30pct,12.54,TB,2024-04-20,,
tbh-1,40bac,30pct,2.73,TB,2024-04-20,,
tbh-1,40bac,30pct,6.93,TB,2024-04-20,,
tbh-1,40bac,30pct,14.8,TB,2024-04-20,,
tbh-1,40bac,30pct,5.33,TB,2024-04-20,,
tbh-1,40bac,30pct,8.39,TB,2024-04-20,,
tbh-1,40bac,30pct,6.49,TB,2024-04-20,,
tbh-1,40bac,30pct,7.15,TB,2024-04-20,,
tbh-1,40bac,30pct,1.27,TB,2024-04-20,,
tbh-1,40bac,30pct,3.18,TB,2024-04-20,,
tbh-1,40bac,30pct,2.65,TB,2024-04-20,,
tbh-1,40bac,30pct,6.78,TB,2024-04-20,,
tbh-1,40bac,30pct,15.26,TB,2024-04-20,6.987,2
cest-2.1,controlBac,30pct,1.83,TB,2024-04-20,,
cest-2.1,controlBac,30pct,12.87,TB,2024-04-20,,
cest-2.1,controlBac,30pct,3.61,TB,2024-04-20,,
cest-2.1,controlBac,30pct,1.98,TB,2024-04-20,,
cest-2.1,controlBac,30pct,3.71,TB,2024-04-20,,
cest-2.1,controlBac,30pct,16.09,TB,2024-04-20,,
cest-2.1,controlBac,30pct,3.85,TB,2024-04-20,,
cest-2.1,controlBac,30pct,1.21,TB,2024-04-20,,
cest-2.1,controlBac,30pct,3.62,TB,2024-04-20,,
cest-2.1,controlBac,30pct,4.89,TB,2024-04-20,,
cest-2.1,controlBac,30pct,7.68,TB,2024-04-20,,
cest-2.1,controlBac,30pct,8.24,TB,2024-04-20,,
cest-2.1,controlBac,30pct,9.05,TB,2024-04-20,,
cest-2.1,controlBac,30pct,1.38,TB,2024-04-20,,
cest-2.1,controlBac,30pct,3.99,TB,2024-04-20,,
cest-2.1,controlBac,30pct,1.48,TB,2024-04-20,,
cest-2.1,controlBac,30pct,3.2,TB,2024-04-20,,
cest-2.1,controlBac,30pct,4.32,TB,2024-04-20,,
cest-2.1,controlBac,30pct,3.46,TB,2024-04-20,,
cest-2.1,controlBac,30pct,11.59,TB,2024-04-20,5.4025,0
cest-2.1,40bac,30pct,4.91,TB,2024-04-20,,
cest-2.1,40bac,30pct,10.32,TB,2024-04-20,,
cest-2.1,40bac,30pct,13.15,TB,2024-04-20,,
cest-2.1,40bac,30pct,10.74,TB,2024-04-20,,
cest-2.1,40bac,30pct,2.8,TB,2024-04-20,,
cest-2.1,40bac,30pct,4.37,TB,2024-04-20,,
cest-2.1,40bac,30pct,2.76,TB,2024-04-20,,
cest-2.1,40bac,30pct,3,TB,2024-04-20,,
cest-2.1,40bac,30pct,9.28,TB,2024-04-20,,
cest-2.1,40bac,30pct,14.25,TB,2024-04-20,,
cest-2.1,40bac,30pct,8.41,TB,2024-04-20,,
cest-2.1,40bac,30pct,6.25,TB,2024-04-20,,
cest-2.1,40bac,30pct,1.38,TB,2024-04-20,,
cest-2.1,40bac,30pct,5.62,TB,2024-04-20,,
cest-2.1,40bac,30pct,3.97,TB,2024-04-20,,
cest-2.1,40bac,30pct,3.46,TB,2024-04-20,,
cest-2.1,40bac,30pct,2.64,TB,2024-04-20,,
cest-2.1,40bac,30pct,1.92,TB,2024-04-20,,
cest-2.1,40bac,30pct,2.18,TB,2024-04-20,5.863684211,2