Genotype,Condition,Odor,Response.time,Experimenter,Date,,,
N2,control,30pct,8.28,TB,2023-06-23,,,
N2,control,30pct,7.39,TB,2023-06-23,,,
N2,control,30pct,3.52,TB,2023-06-23,,,
N2,control,30pct,16.52,TB,2023-06-23,,,
N2,control,30pct,9.52,TB,2023-06-23,,,
N2,control,30pct,11.53,TB,2023-06-23,,,
glo-1,control,30pct,6.24,TB,2023-06-23,,,
glo-1,control,30pct,5.72,TB,2023-06-23,,,
glo-1,control,30pct,8.24,TB,2023-06-23,,,
glo-1,control,30pct,2.56,TB,2023-06-23,,,
glo-1,control,30pct,3.56,TB,2023-06-23,,,
glo-1,control,30pct,6.19,TB,2023-06-23,,,
glo-1,control,30pct,8.22,TB,2023-06-23,,,
glo-1,control,30pct,2.44,TB,2023-06-23,,,
glo-1,control,30pct,3.17,TB,2023-06-23,,,
glo-1,control,30pct,8.33,TB,2023-06-23,,,
glo-1,control,30pct,2.16,TB,2023-06-23,,,
glo-1,control,30pct,2.99,TB,2023-06-23,,,
glo-1,control,30pct,6.9,TB,2023-06-23,,,
glo-1,control,30pct,7.31,TB,2023-06-23,,,
glo-1,control,30pct,3.4,TB,2023-06-23,,,
ugt-64 ,control,30pct,3.65,TB,2023-06-23,,,
ugt-64 ,control,30pct,8.36,TB,2023-06-23,,,
ugt-64 ,control,30pct,9.26,TB,2023-06-23,,,
ugt-64 ,control,30pct,3.21,TB,2023-06-23,,,
ugt-64 ,control,30pct,2.74,TB,2023-06-23,,,
ugt-64 ,control,30pct,4.26,TB,2023-06-23,,,
ugt-64,control,30pct,5.93,TB,2023-06-23,,,
ugt-64 ,control,30pct,2.63,TB,2023-06-23,,,
ugt-64 ,control,30pct,2.6,TB,2023-06-23,,,
ugt-64 ,control,30pct,6.24,TB,2023-06-23,,,
ugt-64 ,control,30pct,5.28,TB,2023-06-23,,,
ugt-64 ,control,30pct,8.25,TB,2023-06-23,,,
ugt-64 ,control,30pct,12.23,TB,2023-06-23,,,
ugt-64 ,control,30pct,9.25,TB,2023-06-23,,,
ugt-64 ,control,30pct,5.3,TB,2023-06-23,,,
ugt-64 ,control,30pct,6.29,TB,2023-06-23,,,
cest-2.1,control,30pct,2.95,TB,2023-06-26,,,
cest-2.1,control,30pct,5.22,TB,2023-06-26,,,
cest-2.1,control,30pct,10.53,TB,2023-06-26,,,
cest-2.1,control,30pct,3.76,TB,2023-06-26,,,
cest-2.1,control,30pct,5.92,TB,2023-06-26,,,
cest-2.1,control,30pct,7.32,TB,2023-06-26,,,
cest-2.1,control,30pct,7.14,TB,2023-06-26,,,
cest-2.1,control,30pct,13.52,TB,2023-06-26,,,
cest-2.1,control,30pct,2.42,TB,2023-06-26,,,
cest-2.1,control,30pct,3.51,TB,2023-06-26,,,
cest-2.1,control,30pct,14.96,TB,2023-06-26,,,
cest-2.1,control,30pct,2.83,TB,2023-06-26,,,
cest-2.1,control,30pct,4.47,TB,2023-06-26,,,
cest-2.1,control,30pct,2.11,TB,2023-06-26,,,
cest-2.1,control,30pct,5.76,TB,2023-06-26,,,
cest-2.1,control,30pct,3.52,TB,2023-06-26,,,
cest-2.1,control,30pct,6.92,TB,2023-06-26,,,
cest-2.1,control,30pct,5.02,TB,2023-06-26,,,
N2,control,30pct,9.35,TB,2023-06-26,,,
N2,control,30pct,8.45,TB,2023-06-26,,,
N2,control,30pct,5.72,TB,2023-06-26,,,
N2,control,30pct,7.13,TB,2023-06-26,,,
N2,control,30pct,7.95,TB,2023-06-26,,,
N2,control,30pct,6.88,TB,2023-06-26,,,
N2,control,30pct,11.52,TB,2023-06-26,,,
N2,control,30pct,3.09,TB,2023-06-26,,,
N2,control,30pct,17.49,TB,2023-06-26,,,
N2,control,30pct,10.08,TB,2023-06-26,,,
N2,control,30pct,4.82,TB,2023-06-26,,,
N2,control,30pct,9.42,TB,2023-06-26,,,
N2,control,30pct,14.39,TB,2023-06-26,,,
N2,control,30pct,3.5,TB,2023-06-26,,,
N2,control,30pct,5.26,TB,2023-06-26,,,
N2,control,30pct,12.57,TB,2023-06-26,,,
N2,control,30pct,15.34,TB,2023-06-26,,,
N2,control,30pct,4.31,TB,2023-06-26,,,
N2,control,30pct,12.35,TB,2023-06-26,,,
N2,control,30pct,6.14,TB,2023-06-26,,,
N2,control,30pct,2.78,TB,2023-06-26,,,
N2,control,30pct,19.74,TB,2023-06-26,,,
N2,control,30pct,2.5,TB,2023-06-26,,,
N2,control,30pct,5.73,TB,2023-06-26,,,
sqv-7,control,30pct,10.25,TB,2023-06-26,,,
sqv-7,control,30pct,2.64,TB,2023-06-26,,,
sqv-7,control,30pct,13.16,TB,2023-06-26,,,
sqv-7,control,30pct,4.29,TB,2023-06-26,,,
sqv-7,control,30pct,6.19,TB,2023-06-26,,,
sqv-7,control,30pct,3.16,TB,2023-06-26,,,
sqv-7,control,30pct,8.37,TB,2023-06-26,,,
sqv-7,control,30pct,14.84,TB,2023-06-26,,,
sqv-7,control,30pct,3.25,TB,2023-06-26,,,
sqv-7,control,30pct,8.83,TB,2023-06-26,,,
sqv-7,control,30pct,4.26,TB,2023-06-26,,,
sqv-7,control,30pct,3.89,TB,2023-06-26,,,
sqv-7,control,30pct,5.29,TB,2023-06-26,,,
sqv-7,control,30pct,9.03,TB,2023-06-26,,,
sqv-7,control,30pct,2.92,TB,2023-06-26,,,
sqv-7,control,30pct,12.56,TB,2023-06-26,,,
sqv-7,control,30pct,8.58,TB,2023-06-26,,,
sqv-7,control,30pct,6.24,TB,2023-06-26,,,
sqv-7,control,30pct,4.14,TB,2023-06-26,,,
sqv-7,control,30pct,9.03,TB,2023-06-26,,,
tbh-1,control,30pct,2.91,TB,2023-06-26,,,
tbh-1,control,30pct,14.16,TB,2023-06-26,,,
tbh-1,control,30pct,2.52,TB,2023-06-26,,,
tbh-1,control,30pct,3.52,TB,2023-06-26,,,
tbh-1,control,30pct,2.84,TB,2023-06-26,,,
tbh-1,control,30pct,2.03,TB,2023-06-26,,,
tbh-1,control,30pct,12.58,TB,2023-06-26,,,
tbh-1,control,30pct,4.16,TB,2023-06-26,,,
tbh-1,control,30pct,3.92,TB,2023-06-26,,,
tbh-1,control,30pct,5.24,TB,2023-06-26,,,
tbh-1,control,30pct,3.79,TB,2023-06-26,,,
tbh-1,control,30pct,4.19,TB,2023-06-26,,,
tbh-1,control,30pct,12.68,TB,2023-06-26,,,
tbh-1,control,30pct,5.36,TB,2023-06-26,,,
N2,control,30pct,11.92,TB,2023-06-29,,,
N2,control,30pct,2.33,TB,2023-06-29,,,
N2,control,30pct,5.19,TB,2023-06-29,,,
N2,control,30pct,9.62,TB,2023-06-29,,,
N2,control,30pct,9.55,TB,2023-06-29,,,
N2,control,30pct,4.52,TB,2023-06-29,,,
N2,control,30pct,7.12,TB,2023-06-29,,,
N2,control,30pct,2.44,TB,2023-06-29,,,
N2,control,30pct,11.3,TB,2023-06-29,,,
N2,control,30pct,9.62,TB,2023-06-29,,,
N2,control,30pct,3.62,TB,2023-06-29,,,
N2,control,30pct,12.62,TB,2023-06-29,,,
N2,control,30pct,6.18,TB,2023-06-29,,,
N2,control,30pct,6.64,TB,2023-06-29,,,
N2,control,30pct,10.26,TB,2023-06-29,,,
N2,control,30pct,12.42,TB,2023-06-29,,,
N2,control,30pct,18.43,TB,2023-06-29,,,
N2,control,30pct,8.36,TB,2023-06-29,,,
N2,control,30pct,8.25,TB,2023-06-29,,,
N2,control,30pct,13.35,TB,2023-06-29,,,
cest-2.1,control,30pct,2.92,TB,2023-06-29,,,
cest-2.1,control,30pct,4.27,TB,2023-06-29,,,
cest-2.1,control,30pct,8.2,TB,2023-06-29,,,
cest-2.1,control,30pct,5.13,TB,2023-06-29,,,
cest-2.1,control,30pct,3.22,TB,2023-06-29,,,
cest-2.1,control,30pct,9.37,TB,2023-06-29,,,
cest-2.1,control,30pct,3.95,TB,2023-06-29,,,
cest-2.1,control,30pct,7.25,TB,2023-06-29,,,
cest-2.1,control,30pct,2.72,TB,2023-06-29,,,
cest-2.1,control,30pct,4.23,TB,2023-06-29,,,
cest-2.1,control,30pct,5.53,TB,2023-06-29,,,
cest-2.1,control,30pct,3.1,TB,2023-06-29,,,
cest-2.1,control,30pct,2.17,TB,2023-06-29,,,
cest-2.1,control,30pct,2.86,TB,2023-06-29,,,
cest-2.1,control,30pct,2.73,TB,2023-06-29,,,
cest-2.1,control,30pct,2.62,TB,2023-06-29,,,
cest-2.1,control,30pct,5.11,TB,2023-06-29,,,
cest-2.1,control,30pct,3.27,TB,2023-06-29,,,
cest-2.1,control,30pct,4.29,TB,2023-06-29,,,
cest-2.1,control,30pct,15.27,TB,2023-06-29,,,
cest-2.1,control,30pct,4.51,TB,2023-06-29,,,
sqv-7,control,30pct,2.92,TB,2023-06-29,,,
sqv-7,control,30pct,3.61,TB,2023-06-29,,,
sqv-7,control,30pct,4.26,TB,2023-06-29,,,
sqv-7,control,30pct,4.77,TB,2023-06-29,,,
sqv-7,control,30pct,6.25,TB,2023-06-29,,,
sqv-7,control,30pct,2.51,TB,2023-06-29,,,
sqv-7,control,30pct,2.58,TB,2023-06-29,,,
sqv-7,control,30pct,3.12,TB,2023-06-29,,,
sqv-7,control,30pct,5.62,TB,2023-06-29,,,
sqv-7,control,30pct,4.21,TB,2023-06-29,,,
sqv-7,control,30pct,8.25,TB,2023-06-29,,,
sqv-7,control,30pct,3.91,TB,2023-06-29,,,
sqv-7,control,30pct,2.05,TB,2023-06-29,,,
sqv-7,control,30pct,4.13,TB,2023-06-29,,,
sqv-7,control,30pct,12.52,TB,2023-06-29,,,
sqv-7,control,30pct,5.22,TB,2023-06-29,,,
sqv-7,control,30pct,3.33,TB,2023-06-29,,,
sqv-7,control,30pct,15.22,TB,2023-06-29,,,
N2,control,30pct,2.96,TB,2023-09-06,,,
N2,control,30pct,3.88,TB,2023-09-06,,,
N2,control,30pct,18.62,TB,2023-09-06,,,
N2,control,30pct,3.2,TB,2023-09-06,,,
N2,control,30pct,6.25,TB,2023-09-06,,,
N2,control,30pct,10.63,TB,2023-09-06,,,
N2,control,30pct,7,TB,2023-09-06,,,
N2,control,30pct,2.5,TB,2023-09-06,,,
N2,control,30pct,5.11,TB,2023-09-06,,,
N2,control,30pct,13.7,TB,2023-09-06,,,
N2,control,30pct,6.2,TB,2023-09-06,,,
N2,control,30pct,7.7,TB,2023-09-06,,,
N2,control,30pct,5.5,TB,2023-09-06,,,
N2,control,30pct,16.29,TB,2023-09-06,,,
N2,control,30pct,12.94,TB,2023-09-06,,,
N2,control,30pct,13.3,TB,2023-09-06,,,
N2,control,30pct,8.03,TB,2023-09-06,,,
N2,control,30pct,6.7,TB,2023-09-06,,,
N2,control,30pct,9.31,TB,2023-09-06,,,
N2,control,30pct,4.29,TB,2023-09-06,,,
N2,control,30pct,8.36,TB,2023-09-06,,,
N2,control,30pct,4.4,TB,2023-09-06,,,
N2,control,30pct,3.3,TB,2023-09-06,,,
N2,control,30pct,7.7,TB,2023-09-06,,,
cest-2.1,control,30pct,8.34,TB,2023-09-06,,,
cest-2.1,control,30pct,6.29,TB,2023-09-06,,,
cest-2.1,control,30pct,2.44,TB,2023-09-06,,,
cest-2.1,control,30pct,11.18,TB,2023-09-06,,,
cest-2.1,control,30pct,3.2,TB,2023-09-06,,,
cest-2.1,control,30pct,2.4,TB,2023-09-06,,,
cest-2.1,control,30pct,11.6,TB,2023-09-06,,,
cest-2.1,control,30pct,3.1,TB,2023-09-06,,,
cest-2.1,control,30pct,4.24,TB,2023-09-06,,,
cest-2.1,control,30pct,9.65,TB,2023-09-06,,,
cest-2.1,control,30pct,2.56,TB,2023-09-06,,,
cest-2.1,control,30pct,5.7,TB,2023-09-06,,,
cest-2.1,control,30pct,3.98,TB,2023-09-06,,,
cest-2.1,control,30pct,2.23,TB,2023-09-06,,,
cest-2.1,control,30pct,3.02,TB,2023-09-06,,,
cest-2.1,control,30pct,1.63,TB,2023-09-06,,,
cest-2.1,control,30pct,2.65,TB,2023-09-06,,,
cest-2.1,control,30pct,1.57,TB,2023-09-06,,,
cest-2.1,control,30pct,1.97,TB,2023-09-06,,,
sqv-7,control,30pct,8.55,TB,2023-09-06,,,
sqv-7,control,30pct,3.98,TB,2023-09-06,,,
sqv-7,control,30pct,4.44,TB,2023-09-06,,,
sqv-7,control,30pct,2.85,TB,2023-09-06,,,
sqv-7,control,30pct,5.32,TB,2023-09-06,,,
sqv-7,control,30pct,3.16,TB,2023-09-06,,,
sqv-7,control,30pct,8.37,TB,2023-09-06,,,
sqv-7,control,30pct,9.24,TB,2023-09-06,,,
sqv-7,control,30pct,3.25,TB,2023-09-06,,,
sqv-7,control,30pct,8.83,TB,2023-09-06,,,
sqv-7,control,30pct,4.26,TB,2023-09-06,,,
sqv-7,control,30pct,3.89,TB,2023-09-06,,,
sqv-7,control,30pct,5.29,TB,2023-09-06,,,
sqv-7,control,30pct,9.03,TB,2023-09-06,,,
sqv-7,control,30pct,2.92,TB,2023-09-06,,,
sqv-7,control,30pct,3.62,TB,2023-09-06,,,
sqv-7,control,30pct,8.58,TB,2023-09-06,,,
sqv-7,control,30pct,3.35,TB,2023-09-06,,,
sqv-7,control,30pct,4.21,TB,2023-09-06,,,
sqv-7,control,30pct,6.29,TB,2023-09-06,,,
sqv-7,control,30pct,7.32,TB,2023-09-06,,,
sqv-7,control,30pct,8.46,TB,2023-09-06,,,
N2,control,30pct,14.32,TB,2023-09-06,,,
N2,control,30pct,18.91,TB,2023-09-06,,,
N2,control,30pct,4.42,TB,2023-09-06,,,
N2,control,30pct,8.45,TB,2023-09-06,,,
N2,control,30pct,3.69,TB,2023-09-06,,,
N2,control,30pct,6.35,TB,2023-09-06,,,
N2,control,30pct,8.25,TB,2023-09-06,,,
N2,control,30pct,6.64,TB,2023-09-06,,,
N2,control,30pct,6.71,TB,2023-09-06,,,
N2,control,30pct,9.23,TB,2023-09-06,,,
N2,control,30pct,4.11,TB,2023-09-06,,,
N2,control,30pct,2.88,TB,2023-09-06,,,
N2,control,30pct,15.82,TB,2023-09-06,,,
N2,control,30pct,6.21,TB,2023-09-06,,,
N2,control,30pct,2.99,TB,2023-09-06,,,
N2,control,30pct,6.9,TB,2023-09-06,,,
N2,control,30pct,7.31,TB,2023-09-06,,,
N2,control,30pct,3.4,TB,2023-09-06,,,
N2,control,30pct,3.65,TB,2023-09-06,,,
N2,control,30pct,8.36,TB,2023-09-06,,,
N2,control,30pct,15.8,TB,2023-09-06,,,
N2,control,30pct,2.49,TB,2023-09-06,,,
cest-2.1,control,30pct,2.23,TB,2023-09-06,,,
cest-2.1,control,30pct,4.98,TB,2023-09-06,,,
cest-2.1,control,30pct,5.41,TB,2023-09-06,,,
cest-2.1,control,30pct,3.34,TB,2023-09-06,,,
cest-2.1,control,30pct,8.56,TB,2023-09-06,,,
cest-2.1,control,30pct,2.73,TB,2023-09-06,,,
cest-2.1,control,30pct,5.81,TB,2023-09-06,,,
cest-2.1,control,30pct,9.42,TB,2023-09-06,,,
cest-2.1,control,30pct,4.32,TB,2023-09-06,,,
cest-2.1,control,30pct,3.91,TB,2023-09-06,,,
cest-2.1,control,30pct,2.31,TB,2023-09-06,,,
cest-2.1,control,30pct,2.74,TB,2023-09-06,,,
cest-2.1,control,30pct,2.33,TB,2023-09-06,,,
cest-2.1,control,30pct,5.42,TB,2023-09-06,,,
cest-2.1,control,30pct,2.44,TB,2023-09-06,,,
cest-2.1,control,30pct,9.48,TB,2023-09-06,,,
cest-2.1,control,30pct,2.85,TB,2023-09-06,,,
sqv-7,control,30pct,3.57,TB,2023-09-06,,,
sqv-7,control,30pct,4.82,TB,2023-09-06,,,
sqv-7,control,30pct,6.34,TB,2023-09-06,,,
sqv-7,control,30pct,4.51,TB,2023-09-06,,,
sqv-7,control,30pct,2.05,TB,2023-09-06,,,
sqv-7,control,30pct,9.92,TB,2023-09-06,,,
sqv-7,control,30pct,5.16,TB,2023-09-06,,,
sqv-7,control,30pct,2.47,TB,2023-09-06,,,
sqv-7,control,30pct,6.29,TB,2023-09-06,,,
sqv-7,control,30pct,2.61,TB,2023-09-06,,,
sqv-7,control,30pct,3.57,TB,2023-09-06,,,
sqv-7,control,30pct,3.24,TB,2023-09-06,,,
sqv-7,control,30pct,4.25,TB,2023-09-06,,,
sqv-7,control,30pct,6.27,TB,2023-09-06,,,
sqv-7,control,30pct,8.25,TB,2023-09-06,,,
sqv-7,control,30pct,3.67,TB,2023-09-06,,,
sqv-7,control,30pct,5.1,TB,2023-09-06,,,
sqv-7,control,30pct,4.44,TB,2023-09-06,,,
sqv-7,control,30pct,2.65,TB,2023-09-06,,,
sqv-7,control,30pct,13.95,TB,2023-09-06,,,
sqv-7,control,30pct,3.18,TB,2023-09-06,,,
sqv-7,control,30pct,8.69,TB,2023-09-06,,,
cest-2.1,control,30pct,2.45,TB,2023-09-06,,,
cest-2.1,control,30pct,5.24,TB,2023-09-06,,,
cest-2.1,control,30pct,2.48,TB,2023-09-06,,,
cest-2.1,control,30pct,5.21,TB,2023-09-06,,,
cest-2.1,control,30pct,6.11,TB,2023-09-06,,,
cest-2.1,control,30pct,2.71,TB,2023-09-06,,,
cest-2.1,control,30pct,9.73,TB,2023-09-06,,,
cest-2.1,control,30pct,5.14,TB,2023-09-06,,,
cest-2.1,control,30pct,3.41,TB,2023-09-06,,,
cest-2.1,control,30pct,4.57,TB,2023-09-06,,,
cest-2.1,control,30pct,7.12,TB,2023-09-06,,,
cest-2.1,control,30pct,2.46,TB,2023-09-06,,,
cest-2.1,control,30pct,3.27,TB,2023-09-06,,,
cest-2.1,control,30pct,2.81,TB,2023-09-06,,,
cest-2.1,control,30pct,6.52,TB,2023-09-06,,,
cest-2.1,control,30pct,8.54,TB,2023-09-06,,,
cest-2.1,control,30pct,2.08,TB,2023-09-06,,,
N2,control,30pct,15.26,TB,2023-09-06,,,
N2,control,30pct,9.54,TB,2023-09-06,,,
N2,control,30pct,7.42,TB,2023-09-06,,,
N2,control,30pct,5.32,TB,2023-09-06,,,
N2,control,30pct,8.51,TB,2023-09-06,,,
N2,control,30pct,9.03,TB,2023-09-06,,,
N2,control,30pct,6.24,TB,2023-09-06,,,
N2,control,30pct,8.36,TB,2023-09-06,,,
N2,control,30pct,3.16,TB,2023-09-06,,,
N2,control,30pct,4.26,TB,2023-09-06,,,
N2,control,30pct,18.49,TB,2023-09-06,,,
N2,control,30pct,7.52,TB,2023-09-06,,,
N2,control,30pct,4.14,TB,2023-09-06,,,
N2,control,30pct,9.1,TB,2023-09-06,,,
N2,control,30pct,7.87,TB,2023-09-06,,,
N2,control,30pct,2.43,TB,2023-09-06,,,
N2,control,30pct,2.13,TB,2023-09-06,,,
N2,control,30pct,12.51,TB,2023-09-06,,,
N2,control,30pct,8.28,TB,2023-09-06,,,
N2,control,30pct,9.37,TB,2023-09-06,,,
N2,control,30pct,3.52,TB,2023-09-06,,,
N2,control,30pct,15.62,TB,2023-09-06,,,
N2,control,30pct,5.92,TB,2023-09-06,,,
N2,control,30pct,13.15,TB,2023-09-06,,,
sqv-7,control,30pct,6.24,TB,2023-09-06,,,
sqv-7,control,30pct,2.99,TB,2023-09-06,,,
sqv-7,control,30pct,6.9,TB,2023-09-06,,,
sqv-7,control,30pct,7.31,TB,2023-09-06,,,
sqv-7,control,30pct,3.4,TB,2023-09-06,,,
sqv-7,control,30pct,3.65,TB,2023-09-06,,,
sqv-7,control,30pct,8.36,TB,2023-09-06,,,
sqv-7,control,30pct,2.44,TB,2023-09-06,,,
sqv-7,control,30pct,3.17,TB,2023-09-06,,,
sqv-7,control,30pct,8.33,TB,2023-09-06,,,
sqv-7,control,30pct,2.16,TB,2023-09-06,,,
sqv-7,control,30pct,6.24,TB,2023-09-06,,,
sqv-7,control,30pct,5.72,TB,2023-09-06,,,
sqv-7,control,30pct,8.24,TB,2023-09-06,,,
sqv-7,control,30pct,2.56,TB,2023-09-06,,,
sqv-7,control,30pct,3.56,TB,2023-09-06,,,
sqv-7,control,30pct,6.19,TB,2023-09-06,,,
sqv-7,control,30pct,8.22,TB,2023-09-06,,,
sqv-7,control,30pct,3.21,TB,2023-09-06,,,
N2,control,30pct,2.04,TB,2024-04-21,,,
N2,control,30pct,9.33,TB,2024-04-21,,,
N2,control,30pct,4.32,TB,2024-04-21,,,
N2,control,30pct,4.93,TB,2024-04-21,,,
N2,control,30pct,,TB,2024-04-21,,,
N2,control,30pct,17.86,TB,2024-04-21,,,
N2,control,30pct,12.51,TB,2024-04-21,,,
N2,control,30pct,8.92,TB,2024-04-21,,,
N2,control,30pct,11.33,TB,2024-04-21,,,
N2,control,30pct,9.83,TB,2024-04-21,,,
N2,control,30pct,2.52,TB,2024-04-21,,,
N2,control,30pct,11.62,TB,2024-04-21,,,
N2,control,30pct,2.11,TB,2024-04-21,,,
N2,control,30pct,,TB,2024-04-21,,,
N2,control,30pct,4.63,TB,2024-04-21,,,
N2,control,30pct,7.6,TB,2024-04-21,,,
N2,control,30pct,5.48,TB,2024-04-21,,,
N2,control,30pct,3.15,TB,2024-04-21,,,
N2,control,30pct,7.04,TB,2024-04-21,,,
N2,control,30pct,18.53,TB,2024-04-21,,,
N2,control,30pct,3.9,TB,2024-04-21,,,
N2,control,30pct,7.01,TB,2024-04-21,,,
N2,control,30pct,3.24,TB,2024-04-21,,,
octr-1,control,30pct,18.72,TB,2024-04-21,,,
octr-1,control,30pct,17.89,TB,2024-04-21,,,
octr-1,control,30pct,9.51,TB,2024-04-21,,,
octr-1,control,30pct,5.52,TB,2024-04-21,,,
octr-1,control,30pct,14.45,TB,2024-04-21,,,
octr-1,control,30pct,17.42,TB,2024-04-21,,,
octr-1,control,30pct,3.61,TB,2024-04-21,,,
octr-1,control,30pct,5.88,TB,2024-04-21,,,
octr-1,control,30pct,16,TB,2024-04-21,,,
octr-1,control,30pct,12.54,TB,2024-04-21,,,
octr-1,control,30pct,15,TB,2024-04-21,,,
octr-1,control,30pct,8.49,TB,2024-04-21,,,
octr-1,control,30pct,9.23,TB,2024-04-21,,,
octr-1,control,30pct,3.51,TB,2024-04-21,,,
octr-1,control,30pct,6.37,TB,2024-04-21,,,
octr-1,control,30pct,,TB,2024-04-21,,,
octr-1,control,30pct,1.55,TB,2024-04-21,,,
octr-1,control,30pct,2.43,TB,2024-04-21,,,
octr-1,control,30pct,2.61,TB,2024-04-21,,,
ser-6,control,30pct,9.62,TB,2024-04-21,,,
ser-6,control,30pct,4.47,TB,2024-04-21,,,
ser-6,control,30pct,12.11,TB,2024-04-21,,,
ser-6,control,30pct,7.94,TB,2024-04-21,,,
ser-6,control,30pct,7.04,TB,2024-04-21,,,
ser-6,control,30pct,4.1,TB,2024-04-21,,,
ser-6,control,30pct,14.47,TB,2024-04-21,,,
ser-6,control,30pct,6.21,TB,2024-04-21,,,
ser-6,control,30pct,14.09,TB,2024-04-21,,,
ser-6,control,30pct,7.57,TB,2024-04-21,,,
ser-6,control,30pct,3.88,TB,2024-04-21,,,
ser-6,control,30pct,1.92,TB,2024-04-21,,,
ser-6,control,30pct,19.94,TB,2024-04-21,,,
ser-6,control,30pct,17.52,TB,2024-04-21,,,
ser-6,control,30pct,12.5,TB,2024-04-21,,,
ser-6,control,30pct,2.16,TB,2024-04-21,,,
ser-6,control,30pct,19.76,TB,2024-04-21,,,
ser-6,control,30pct,3.75,TB,2024-04-21,,,
ser-6,control,30pct,12.42,TB,2024-04-21,,,
cest-2.1,control,30pct,2.49,TB,2024-04-21,,,
cest-2.1,control,30pct,16.59,TB,2024-04-21,,,
cest-2.1,control,30pct,7.08,TB,2024-04-21,,,
cest-2.1,control,30pct,3.63,TB,2024-04-21,,,
cest-2.1,control,30pct,2.37,TB,2024-04-21,,,
cest-2.1,control,30pct,3.4,TB,2024-04-21,,,
cest-2.1,control,30pct,15.19,TB,2024-04-21,,,
cest-2.1,control,30pct,2.15,TB,2024-04-21,,,
cest-2.1,control,30pct,6.17,TB,2024-04-21,,,
cest-2.1,control,30pct,1.62,TB,2024-04-21,,,
cest-2.1,control,30pct,,TB,2024-04-21,,,
cest-2.1,control,30pct,1.28,TB,2024-04-21,,,
cest-2.1,control,30pct,11.56,TB,2024-04-21,,,
cest-2.1,control,30pct,11.7,TB,2024-04-21,,,
cest-2.1,control,30pct,1.19,TB,2024-04-21,,,
cest-2.1,control,30pct,15.21,TB,2024-04-21,,,
cest-2.1,control,30pct,4.72,TB,2024-04-21,,,
cest-2.1,control,30pct,1.93,TB,2024-04-21,,,
cest-2.1,control,30pct,3.47,TB,2024-04-21,,,
cest-2.1,control,30pct,2.85,TB,2024-04-21,,,
cest-2.1,control,30pct,1.38,TB,2024-04-21,,,
cest-2.1,control,30pct,8.49,TB,2024-04-21,,,
ser-3,control,30pct,9.89,TB,2024-04-21,,,
ser-3,control,30pct,15.34,TB,2024-04-21,,,
ser-3,control,30pct,14.99,TB,2024-04-21,,,
ser-3,control,30pct,4.23,TB,2024-04-21,,,
ser-3,control,30pct,1.18,TB,2024-04-21,,,
ser-3,control,30pct,3.84,TB,2024-04-21,,,
ser-3,control,30pct,3.28,TB,2024-04-21,,,
ser-3,control,30pct,13.81,TB,2024-04-21,,,
ser-3,control,30pct,3.59,TB,2024-04-21,,,
ser-3,control,30pct,11.37,TB,2024-04-21,,,
ser-3,control,30pct,2.59,TB,2024-04-21,,,
ser-3,control,30pct,2.78,TB,2024-04-21,,,
ser-3,control,30pct,,TB,2024-04-21,,,
ser-3,control,30pct,11.77,TB,2024-04-21,,,
ser-3,control,30pct,5.46,TB,2024-04-21,,,
ser-3,control,30pct,4.09,TB,2024-04-21,,,
ser-3,control,30pct,2.11,TB,2024-04-21,,,
ser-3,control,30pct,15.79,TB,2024-04-21,,,
ser-3,control,30pct,9.82,TB,2024-04-21,,,